50;10
** Interacao 1 ************
cp0;324978;129;1166,000000068308;398,99999997804133;5,806250161480086E-09;-3,7726671721657015E-09
cp1;91873;73;595,0000002009468;443,9999999808479;1,2403082517981117E-08;-1,6406076727244043E-09
cp2;327088;104;1051,0000000259042;610,9999999476217;1,447936686803515E-09;-3,594068764617361E-09
** Interacao 2 ************
cp0;324978;129;1166,000000252741;398,9999998806293;1,1612500323714073E-08;-7,545334342410392E-09
cp1;91873;73;595,0000006499553;443,99999992888365;2,4806165035695765E-08;-3,281215346479591E-09
cp2;327088;104;1051,0000000807672;610,999999823362;2,8958733737227915E-09;-7,1881375273903816E-09
** Interacao 3 ************
cp0;324978;129;1166,000000553299;398,99999970776395;1,741875048582217E-08;-1,1318001509261086E-08
cp1;91873;73;595,0000013470253;443,99999984410726;3,720924754741306E-08;-4,921823022692475E-09
cp2;327088;104;1051,000000164589;610,9999996272211;4,343810060920948E-09;-1,0782206286740018E-08
** Interacao 4 ************
cp0;324978;129;1166,000000969982;398,99999945944523;2,322500064692458E-08;-1,5090668671244784E-08
cp1;91873;73;595,0000022921571;443,99999972651875;4,961233004740212E-08;-6,562430702789969E-09
cp2;327088;104;1051,0000002773695;610,9999993591987;5,791746748561097E-09;-1,4376275041087213E-08
** Interacao 5 ************
cp0;324978;129;1166,00000150279;398,99999913567314;2,9031250806141516E-08;-1,8863335826888508E-08
cp1;91873;73;595,0000034853505;443,99999957611806;6,201541252993206E-08;-8,20303838819899E-09
cp2;327088;104;1051,0000004191088;610,9999990192948;7,239683436806356E-09;-1,7970343788852923E-08
** Interacao 6 ************
cp0;324978;129;1166,0000021517228;398,99999873644776;3,4837500962593186E-08;-2,263600297471926E-08
cp1;91873;73;595,0000049266055;443,9999993929052;7,441849498927199E-08;-9,843646080346448E-09
cp2;327088;104;1051,0000005898069;610,9999986075097;8,687620125819843E-09;-2,156441252845809E-08
** Interacao 7 ************
cp0;324978;129;1166,0000029167807;398,999998261769;4,064375111539979E-08;-2,640867011326405E-08
cp1;91873;73;595,0000066159222;443,9999991768802;8,682157741969104E-08;-1,148425378065926E-08
cp2;327088;104;1051,0000007894637;610,9999981238432;1,0135556815764671E-08;-2,5158481258323672E-08
** Interacao 8 ************
cp0;324978;129;1166,0000037979637;398,999997711637;4,645000126368155E-08;-3,018133724104988E-08
cp1;91873;73;595,0000085533005;443,99999892804306;9,922465981545832E-08;-1,312486149056434E-08
cp2;327088;104;1051,0000010180793;610,9999975682953;1,158349350680396E-08;-2,875254997687061E-08
** Interacao 9 ************
cp0;324978;129;1166,0000047952717;398,99999708605156;5,225625140655866E-08;-3,395400435660377E-08
cp1;91873;73;595,0000107387405;443,99999864639375;1,1162774217084293E-07;-1,4765469211488598E-08
cp2;327088;104;1051,0000012756534;610,999996940866;1,3031430199100822E-08;-3,234661868251985E-08
** Interacao 10 ************
cp0;324978;129;1166,0000059087047;398,99999638501276;5,8062501543151326E-08;-3,772667145845272E-08
cp1;91873;73;595,0000131722421;443,99999833193226;1,24030824480114E-07;-1,640607694485895E-08
cp2;327088;104;1051,000001562186;610,9999962415553;1,4479366892818378E-08;-3,594068737369234E-08
